anime_id,title,type,source,episodes,duration_min,score,studio,genre,start,finish
12391,Mouretsu Atarou (1990),TV,Manga,34,24.0,6.73,Toei Animation,"Comedy, Kids, Slice of Life",1990-04-21,1990-12-22
8475,Asura,Movie,Manga,1,75.0,7.18,Toei Animation,"Drama, Historical",2012-09-29,2012-09-29
33003,Mahou Shoujo Ikusei Keikaku,TV,Light novel,12,24.0,7.13,Lerche,"Action, Supernatural, Magic, Thriller, Fantasy",2016-10-02,2016-12-18
33241,Honobono Log,TV,Picture book,10,2.0,7.5,Fanworks,"Slice of Life, Romance",2016-06-07,2016-06-18
1214,Binbou Shimai Monogatari,TV,Manga,10,24.0,6.92,Toei Animation,"Slice of Life, Comedy, Drama, Seinen",2006-06-30,2006-09-15
4549,Hokuto no Ken: Raoh Gaiden Ten no Haoh,TV,Manga,13,24.0,7.2,Satelight,"Action, Drama, Martial Arts",2008-10-03,2008-12-26
1489,Renkin San-kyuu Magical? Pokaan Specials,Special,Original,3,14.0,7.0,Remic,"Comedy, Parody, Magic, Ecchi, Vampire",2006-06-23,2006-10-25
36096,Ice Fist,Music,Music,1,5.0,5.03,Onionskin,"Music, Dementia",2014-05-02,2014-05-02
35720,ACCA: 13-ku Kansatsu-ka Specials,Special,Manga,6,4.0,6.87,Madhouse,"Slice of Life, Seinen",2017-04-21,2017-08-29
36833,Fate/kaleid liner Prisma☆Illya Movie: Sekka no Chikai - Kuro Sakura no Heya,Special,Manga,1,6.0,7.12,Silver Link.,"Slice of Life, Parody",2018-01-31,2018-01-31
26213,Free!: Eternal Summer – Kindan no All Hard!,Special,Original,1,24.0,8.12,Kyoto Animation,"Slice of Life, Comedy, School",2015-03-18,2015-03-18
7016,Senjou no Valkyria: SenVal Theater,Special,Game,9,3.0,6.85,A-1 Pictures,Comedy,2009-08-05,2010-04-07
29361,Kareshi wa Hammerhead Shark,TV,Original,0,1.0,3.58,Kachidoki Studio,"Slice of Life, Comedy, Kids",2015-01-03,
34244,Crayon Shin-chan Movie 25: Shin-chan Shuurai! Uchuujin Shiriri,Movie,Manga,1,105.0,7.08,Shin-Ei Animation,"Comedy, Seinen",2017-04-15,2017-04-15
35134,Koukyoushihen Eureka Seven: Hi-Evolution 1,Movie,Original,1,0.0,6.22,Bones,"Adventure, Mecha, Drama, Sci-Fi",2017-09-16,2017-09-16
1986,Wakusei Robo Danguard Ace,TV,Original,56,25.0,6.56,Toei Animation,"Mecha, Sci-Fi, Shounen",1977-03-06,1978-03-26
1191,Saber Marionette J Again,OVA,Novel,6,27.0,7.3,Hal Film Maker,"Action, Sci-Fi, Harem, Comedy, Romance, Mecha",1997-11-25,1998-06-25
1775,Jikuu Tenshou Nazca,TV,Manga,12,24.0,5.78,"Genco, Radix","Action, Adventure, Drama, Magic, Fantasy",1998-04-06,1998-06-29
34309,Nananin no Ayakashi: Chimi Chimi Mouryou!! Gendai Monogatari,TV,Original,8,2.0,4.71,DLE,"Comedy, Supernatural",2016-12-05,2017-01-29
2457,Majokko Tsukune-chan,OVA,Manga,6,13.0,6.76,Xebec,"Comedy, Magic, Seinen",2005-08-24,2006-01-25
8554,Hashire Melos (1981),Special,Novel,1,67.0,5.79,Toei Animation,"Historical, Drama",1981-02-07,1981-02-07
30868,Ajin Part 1: Shoudou,Movie,Manga,1,104.0,7.69,Polygon Pictures,"Action, Horror, Mystery, Seinen, Supernatural",2015-11-27,2015-11-27
13441,Shiawasette Naani,OVA,Novel,1,15.0,5.21,Kyoto Animation,Fantasy,1991-07-09,1991-07-09
16646,Hanamaru Youchien: Panda Neko Taisou,Special,Manga,8,1.0,6.29,Gainax,"Comedy, Kids, Music",2010-05-26,2010-08-25
14467,K,TV,Original,13,24.0,7.68,GoHands,"Action, Super Power, Supernatural",2012-10-05,2012-12-28
5904,B.B. Fish,OVA,Manga,1,29.0,4.89,Production I.G,"Drama, Romance, Seinen",1994-02-25,1994-02-25
2624,"Flanders no Inu, Boku no Patrasche",TV,Novel,26,25.0,7.25,TMS Entertainment,"Drama, Historical",1992-10-10,1993-03-27
37148,"Dies Irae: Marie&#039;s Memory ""Michi ni Tsuuzu Kiseki""",ONA,Visual novel,1,23.0,5.87,A.C.G.T.,"Action, Super Power, Magic",2017-12-29,2017-12-29
284,Area 88 (TV),TV,Manga,12,25.0,7.11,Group TAC,"Action, Drama, Military, Romance, Shounen",2004-01-09,2004-03-26
14967,Boku wa Tomodachi ga Sukunai Next,TV,Light novel,12,24.0,7.59,AIC Build,"Harem, Slice of Life, Comedy, Romance, School",2013-01-11,2013-03-29
35224,Mobile Suit Gundam: Twilight Axis,ONA,Novel,6,3.0,5.09,Sunrise,"Action, Military, Sci-Fi, Space, Mecha",2017-06-23,2017-09-01
1738,Muteki Kanban Musume,TV,Manga,12,24.0,7.19,Telecom Animation Film,"Action, Comedy, Martial Arts, Parody, Shounen",2006-07-05,2006-09-20
141,Jinki:Extend,TV,Manga,12,23.0,6.22,feel.,"Mecha, Sci-Fi",2005-01-06,2005-03-24
19769,Mahou Sensou,TV,Light novel,12,24.0,6.17,Madhouse,"Action, Fantasy, Magic",2014-01-10,2014-03-28
16740,Hanamaru Youchien Special Preview,Special,Manga,1,4.0,6.39,Gainax,"Comedy, School",2009-10-16,2009-10-16
12967,Arcana Famiglia,TV,Visual novel,12,24.0,6.41,J.C.Staff,"Action, Harem, Supernatural, Romance, Shoujo",2012-07-01,2012-09-16
86,Mobile Suit Gundam ZZ,TV,Original,47,24.0,6.76,Sunrise,"Space, Comedy, Mecha, Military, Drama, Sci-Fi",1986-03-01,1987-01-31
444,Maria-sama ga Miteru: Haru,TV,Light novel,13,24.0,7.79,Studio Deen,"Drama, Romance, School, Shoujo, Shoujo Ai",2004-07-04,2004-09-26
11359,Dragon Ball Kai: Mirai ni Heiwa wo! Goku no Tamashii yo Eien ni,Special,Manga,1,23.0,7.66,Toei Animation,"Action, Sci-Fi, Comedy, Super Power, Fantasy, Shounen",2011-08-02,2011-08-02
2010,Taiho Shichau zo in America,Special,Manga,1,23.0,6.64,Studio Deen,"Action, Comedy, Police, Shounen",2002-03-29,2002-03-29
4793,Pokemon: Pichu to Pikachu,Movie,Game,1,22.0,6.75,OLM,"Adventure, Comedy, Fantasy, Kids",2000-07-08,2000-07-08
33524,Sakamoto desu ga? Special,Special,Manga,1,24.0,6.85,Studio Deen,"Slice of Life, Comedy, School, Seinen",2016-09-26,2016-09-26
28623,Koutetsujou no Kabaneri,TV,Original,12,22.0,7.31,Wit Studio,"Action, Drama, Fantasy, Horror",2016-04-08,2016-07-01
21603,Mekakucity Actors,TV,Music,12,23.0,7.19,Shaft,"Sci-Fi, Comedy, Super Power, Supernatural, Romance",2014-04-13,2014-06-29
1952,Vampire Hunter,OVA,Game,4,43.0,6.78,Madhouse,"Action, Adventure, Supernatural, Drama, Vampire, Fantasy",1997-03-21,1998-03-27
36186,The iDOLM@STER Prologue SideM: Episode of Jupiter,Special,Game,1,34.0,7.31,A-1 Pictures,Music,2017-10-01,2017-10-01
3057,Loveless Specials,Special,Manga,6,2.0,6.73,J.C.Staff,"Comedy, Supernatural, Romance, Fantasy, Josei, Shounen Ai",2005-11-01,2006-04-27
20787,Black Bullet,TV,Light novel,13,24.0,7.38,"Kinema Citrus, Orange","Action, Sci-Fi, Mystery, Seinen",2014-04-08,2014-07-01
25437,Brothers Conflict OVA,OVA,Novel,2,22.0,6.96,Brain&#039;s Base,"Harem, Romance, Shoujo",2014-12-19,2015-02-11
13469,Hyouka: Motsubeki Mono wa,OVA,Novel,1,25.0,7.4,Kyoto Animation,"Slice of Life, Mystery, School",2012-07-08,2012-07-08
34207,Dochamon Junior 2,TV,Original,16,9.0,6.33,Calf Studio,"Comedy, Kids",2016-10-10,2017-02-27
2269,Mobile Suit Gundam SEED Special Edition,Special,Original,3,95.0,7.43,Sunrise,"Action, Space, Mecha, Military, Sci-Fi",2004-08-27,2004-10-22
7066,Mahoromatic: I&#039;m Home!,Special,Manga,2,24.0,7.15,Gainax,"Ecchi, Comedy, Romance, Sci-Fi",2009-10-17,2009-10-24
452,InuYasha: Toki wo Koeru Omoi,Movie,Manga,1,99.0,7.68,"Kyoto Animation, Sunrise","Adventure, Comedy, Demons, Drama, Fantasy, Historical, Romance, Shounen, Super Power",2001-12-22,2001-12-22
34337,Ikemen Sengoku: Toki wo Kakeru ga Koi wa Hajimaranai,TV,Game,12,3.0,6.23,"TMS Entertainment, Jinnis Animation Studios","Historical, Romance",2017-07-12,2017-09-27
36581,Peace Shitenchou,ONA,Other,5,0.5833333333333334,4.64,Pops Inc.,Comedy,2014-12-14,2015-02-13
34905,Duel Masters (2017),TV,Original,51,24.0,4.87,Ascension,"Action, Adventure, Comedy, Shounen",2017-04-02,2018-03-25
18411,Gingitsune,TV,Manga,12,24.0,7.22,Diomedea,"Seinen, Slice of Life, Supernatural",2013-10-07,2013-12-23
5717,Kiniro no Corda: Secondo Passo,Special,Visual novel,2,25.0,7.23,Yumeta Company,"Harem, Music, School, Shoujo",2009-03-26,2009-06-05
32879,Norn9: Norn+Nonet Recap,Special,Visual novel,1,24.0,6.05,Kinema Citrus,"Adventure, Romance, Fantasy, Josei",2016-03-10,2016-03-10
12433,Kyokugen Dasshutsu Adv: Zennin Shibou Desu Prologue,ONA,Visual novel,1,12.0,6.22,Gonzo,Mystery,2011-12-11,2011-12-11
8358,Crayon Shin-chan Movie 01: Action Kamen vs. Haigure Maou,Movie,4-koma manga,1,93.0,7.05,Shin-Ei Animation,"Action, Adventure, Comedy, Seinen",1993-07-24,1993-07-24
1295,A-Ko The Versus,OVA,Original,2,51.0,6.4,Studio Fantasia,"Action, Adventure, Comedy, Romance, Sci-Fi, Super Power",1990-07-21,1990-08-21
19,Monster,TV,Manga,74,24.0,8.69,Madhouse,"Drama, Horror, Mystery, Police, Psychological, Seinen, Thriller",2004-04-07,2005-09-28
34792,Yoake Tsugeru Lu no Uta,Movie,Original,1,117.0,7.48,Science SARU,"Adventure, Music, Fantasy",2017-05-19,2017-05-19
2248,Naruto: Dai Katsugeki!! Yuki Hime Shinobu Houjou Dattebayo! Special: Konoha Annual Sports Festival,Special,Original,1,11.0,6.95,Studio Pierrot,"Action, Fantasy, Martial Arts, Sports, Comedy, Shounen",2004-08-21,2004-08-21
1885,Master of Epic: The Animation Age,TV,Game,12,24.0,6.13,"Gonzo, Palm Studio","Fantasy, Game, Comedy",2007-01-08,2007-03-26
31530,Classroom☆Crisis Special,Special,Original,1,25.0,6.47,Lay-duce,"School, Sci-Fi",2015-12-23,2015-12-23
3572,Macross F,TV,Original,25,24.0,7.98,Satelight,"Action, Mecha, Military, Music, Romance, Sci-Fi, Space",2008-04-04,2008-09-26
31055,Tobidasu PriPara: Mi~nna de Mezase! Idol☆Grand Prix,Movie,Game,1,60.0,6.55,10Gauge,"Music, Slice of Life, School, Shoujo",2015-10-24,2015-10-24
2813,Chiisana Ahiru no Ooki na Ai no Monogatari: Ahiru no Kwak,TV,Other,52,23.0,7.39,Telescreen BV,"Adventure, Fantasy, Comedy, Drama, Kids",1989-04-03,1990-03-29
34940,Dongguo Xiaojie,ONA,Manga,15,14.0,6.45,Haoliners Animation League,"Adventure, Historical, Demons, Supernatural",2016-12-26,2017-04-10
4214,Rosario to Vampire Capu2,TV,Manga,13,24.0,7.17,Gonzo,"Comedy, Ecchi, Fantasy, Harem, Romance, School, Vampire",2008-10-02,2008-12-25
14059,Kimagure Orange☆Road: Tanabata Special,OVA,Manga,1,33.0,6.78,Studio Pierrot,Shounen,1987-11-21,1987-11-21
19117,Toaru Hikuushi e no Koiuta,TV,Light novel,13,24.0,7.24,TMS Entertainment,"Adventure, Drama, Romance",2014-01-06,2014-03-31
35203,Isekai wa Smartphone to Tomo ni.,TV,Light novel,12,24.0,6.8,Production Reed,"Adventure, Harem, Comedy, Magic, Romance, Fantasy",2017-07-11,2017-09-26
24123,Kaette Kita Top wo Nerae! Kagaku Kouza,Special,Original,2,5.0,5.58,Gainax,"Comedy, Mecha, Sci-Fi",2012-02-24,2012-02-24
31324,Grisaia no Meikyuu Special,Special,Visual novel,1,3.0,7.47,8bit,Ecchi,2015-07-23,2015-07-23
30016,Nanbaka,TV,Web manga,13,23.0,7.43,Satelight,"Action, Comedy, Drama",2016-10-05,2016-12-28
28883,Hidan no Aria AA,TV,Manga,12,23.0,6.38,Doga Kobo,"Action, School, Shoujo Ai",2015-10-06,2015-12-22
5670,GA: Geijutsuka Art Design Class,TV,4-koma manga,12,24.0,7.2,AIC Plus+,"Slice of Life, Comedy, School, Seinen",2009-07-07,2009-09-22
4151,Blade of the Immortal,TV,Manga,13,24.0,6.9,Production I.G,"Action, Adventure, Historical, Samurai, Supernatural",2008-07-14,2009-12-29
34851,Kaibutsu Gakushou,Movie,Original,1,6.0,5.67,"Yamamura Animation, Inc.",Dementia,,
25457,Avengers Confidential: Black Widow to Punisher,Movie,Other,1,82.0,6.48,Madhouse,"Action, Sci-Fi, Seinen",2014-03-11,2014-03-11
378,eX-Driver the Movie,Movie,Original,1,62.0,6.77,Actas,"Action, Adventure, Cars, Comedy, Sci-Fi, Shounen",2002-04-20,2002-04-20
34864,"Wake Up, Girl Zoo! Taiwan de Go!",Special,Original,1,1.0,5.65,Karasfilms,Comedy,2017-02-04,2017-02-04
34966,Jigoku Shoujo: Yoi no Togi,TV,Original,6,23.0,6.6,Studio Deen,"Horror, Mystery, Psychological, Supernatural",2017-07-15,2017-08-19
6509,Kiteretsu Daihyakka,TV,Manga,331,25.0,6.63,Studio Gallop,"Comedy, Drama, Kids, Slice of Life",1988-03-27,1996-06-09
34721,Samuroid Zero,Special,Original,1,2.0,4.9,Polygon Pictures,"Action, Samurai",,
9506,Prism Magical: Prism Generations!,OVA,Visual novel,1,16.0,5.2,Asahi Production,"Comedy, Ecchi, Magic",2010-08-27,2010-08-27
22135,Ping Pong The Animation,TV,Manga,11,23.0,8.65,Tatsunoko Production,"Sports, Psychological, Drama, Seinen",2014-04-11,2014-06-20
34628,Taka no Tsume x Hello Kitty ga Masaka no Collab!,ONA,Original,1,1.0,3.19,DLE,Comedy,2012-06-28,2012-06-28
33314,Digimon Universe: Appli Monsters,TV,Original,52,24.0,6.78,Toei Animation,"Action, Sci-Fi, Adventure, Comedy, Kids, Fantasy",2016-10-01,2017-09-30
19489,Little Witch Academia: Mahoujikake no Parade,Movie,Original,1,53.0,7.89,Trigger,"Adventure, Comedy, Magic, Fantasy, School",2015-10-09,2015-10-09
28791,Gunslinger Stratos: The Animation,TV,Game,12,23.0,6.18,A-1 Pictures,"Action, Sci-Fi",2015-04-04,2015-06-20
9220,Seikimatsu Occult Gakuin Specials,Special,Original,4,4.0,6.57,A-1 Pictures,"Comedy, Supernatural, School",2010-10-27,2011-01-26
12709,Tales of Symphonia The Animation: Sekai Tougou-hen Specials,Special,Game,3,6.0,7.15,ufotable,Comedy,2011-11-23,2012-10-24
33037,Tsukiuta. The Animation,TV,Music,13,24.0,7.04,Studio Pierrot,Music,2016-07-06,2016-09-28
22071,Mikakunin de Shinkoukei: Mite. Are ga Watashitachi no Tomatteiru Ryokan yo.,Special,4-koma manga,1,12.0,7.11,Doga Kobo,"Comedy, Romance, Slice of Life",2014-03-19,2014-03-19
32402,Mim Mam Mint,TV,Original,4,0.0,3.58,Kachidoki Studio,Comedy,2015-12-24,2016-03-25
34321,Fate/Grand Order: First Order,Special,Game,1,74.0,6.97,Lay-duce,"Action, Supernatural, Magic, Fantasy",2016-12-31,2016-12-31
28853,Pokemon: Pikachu to Pokemon Ongakutai,Movie,Game,1,15.0,6.32,OLM,"Adventure, Fantasy, Kids",2015-07-18,2015-07-18
18857,Ore no Imouto ga Konnani Kawaii Wake ga Nai. Specials,ONA,Light novel,3,24.0,6.56,A-1 Pictures,"Slice of Life, Comedy, Romance",2013-08-18,2013-08-18
4062,Musashi no Ken,TV,Manga,72,20.0,7.35,Eiken,"Shounen, Sports",1985-04-18,1986-09-26
9539,Cardfight!! Vanguard,TV,Original,65,24.0,7.2,TMS Entertainment,"Action, Adventure, Demons, Game, Shounen",2011-01-08,2012-03-31
35298,Ramen Daisuki Koizumi-san,TV,Manga,12,22.0,6.5,"Studio Gokumi, AXsiZ","Slice of Life, Comedy",2018-01-04,2018-03-22
2132,Inukami! The Movie: Tokumei Reiteki Sousakan Karina Shirou!,Movie,Light novel,1,26.0,7.14,Seven Arcs,"Comedy, Supernatural, Magic, Romance, Ecchi",2007-04-21,2007-04-21
4163,Seto no Hanayome OVA,OVA,Manga,2,30.0,7.98,Gonzo,"Comedy, Parody, Romance, School",2008-11-03,2009-01-05
11266,Ao no Exorcist: Kuro no Iede,Special,Manga,1,24.0,7.41,A-1 Pictures,"Action, Demons, Fantasy, Shounen, Supernatural",2011-10-26,2011-10-26
33531,Juushinki Pandora,TV,Original,0,23.0,5.9,Satelight,"Sci-Fi, Mecha",2018-03-29,
12531,Sakamichi no Apollon,TV,Manga,12,22.0,8.44,"Tezuka Productions, MAPPA","Drama, Josei, Music, Romance, School",2012-04-13,2012-06-29
1810,Kyoushirou to Towa no Sora,TV,Manga,12,24.0,6.61,TNK,"Drama, Magic, Romance, Shounen",2007-01-05,2007-03-23
1947,Kikou Sennyo Rouran,TV,Original,28,12.0,5.97,Zexcs,"Action, Fantasy, Mecha",2002-11-15,2003-05-30
20159,Pokemon: The Origin,Special,Game,4,21.0,7.89,"Production I.G, Xebec, OLM","Action, Adventure, Comedy, Fantasy, Kids",2013-10-02,2013-10-02
2061,Gall Force 2: Destruction,OVA,Original,1,50.0,6.55,"AIC, Artmic, Animate Film","Action, Military, Sci-Fi, Space",1987-11-21,1987-11-21
33763,Yong Zhe Da Mao Xian 2nd Season,ONA,Original,26,15.0,6.45,CG Year,"Adventure, Fantasy",2016-03-25,2016-10-14
1412,Lupin III,TV,Manga,23,25.0,7.73,Tokyo Movie Shinsha,"Action, Adventure, Comedy, Seinen",1971-10-24,1972-03-26
36108,Takunomi.,TV,Manga,12,12.0,6.39,Production IMS,"Comedy, Slice of Life",2018-01-12,2018-03-30
2983,Digital Devil Story: Megami Tensei,OVA,Light novel,1,45.0,5.33,Animate Film,"Adventure, Mystery, Horror, Demons, Psychological, Supernatural, Drama, Fantasy, School",1987-03-25,1987-03-25
1879,Midnight Eye: Gokuu,OVA,Manga,1,50.0,6.52,Madhouse,"Action, Sci-Fi, Mystery, Seinen",1989-01-27,1989-01-27
7578,Gokinjo Monogatari the Movie,Movie,Original,1,30.0,6.55,Toei Animation,"Comedy, Drama, Romance",1996-03-02,1996-03-02
287,Grappler Baki (TV),TV,Manga,24,25.0,7.42,Group TAC,"Action, Sports, Martial Arts, Shounen",2001-01-09,2001-06-26
20187,Genei wo Kakeru Taiyou: Fumikomenai Kokoro,Special,Original,1,24.0,6.34,AIC,Magic,2013-11-16,2013-11-16
4725,Ga-Rei: Zero,TV,Manga,12,23.0,7.72,"AIC Spirits, Asread","Action, Super Power, Supernatural, Thriller",2008-10-06,2008-12-22
32548,Imawa no Kuni no Alice,ONA,Manga,1,0.5,6.3,Production I.G,Action,2013-07-09,2013-07-09
34055,Berserk 2nd Season,TV,Manga,12,24.0,7.09,"Millepensee, GEMBA","Action, Adventure, Demons, Drama, Fantasy, Horror, Magic, Military, Romance, Supernatural",2017-04-07,2017-06-23
10572,Ro-Kyu-Bu!,TV,Light novel,12,24.0,6.98,"Barnum Studio, Project No.9, Studio Blanc","Ecchi, Sports, Comedy, School",2011-07-01,2011-09-23
26011,Super Backkom,Special,Original,1,7.0,5.87,RG Animation Studios,"Comedy, Kids, Super Power",,
5689,Eien no Filena,OVA,Light novel,6,27.0,5.92,Studio Pierrot,"Adventure, Drama, Fantasy",1992-12-21,1993-02-25
81,Mobile Suit Gundam: The 08th MS Team,OVA,Original,12,24.0,8.1,Sunrise,"Military, Sci-Fi, Adventure, Drama, Romance, Mecha",1996-01-25,1999-07-25
2123,Digimon X-Evolution,Movie,Original,1,80.0,7.25,Toei Animation,"Action, Adventure, Fantasy, Sci-Fi",2005-01-03,2005-01-03
2734,Mazinkaiser: Shitou! Ankoku Dai Shogun,OVA,Manga,1,56.0,7.29,Brain&#039;s Base,"Action, Mecha",2003-07-25,2003-07-25
7651,Ningen Shikkaku: Director&#039;s Cut-ban,Movie,Novel,1,89.0,7.58,Madhouse,"Drama, Historical, Psychological, Seinen",2009-12-12,2009-12-12
34839,Sanrio Danshi,TV,Original,12,24.0,6.68,Studio Pierrot,"Slice of Life, School",2018-01-06,2018-03-24
32023,Bubuki Buranki,TV,Original,12,24.0,6.4,SANZIGEN,"Action, Sci-Fi, Drama, Mecha",2016-01-09,2016-03-26
36775,Wo Shi Jiang Xiaobai,ONA,Original,12,20.0,7.26,2:10 Animation,"Slice of Life, Drama, Romance",2017-11-09,2018-01-24
10834,Baka to Test to Shoukanjuu: Spinout! Sore ga Bokura no Nichijou,Special,Light novel,6,5.0,7.36,Silver Link.,"Comedy, Romance, School, Super Power",2011-09-21,2012-02-22
12991,Katte ni Kaizou Specials,Special,Manga,3,7.0,6.66,Shaft,"Comedy, Parody, School, Sci-Fi, Shounen",2011-05-25,2011-10-26
448,Tenjou Tenge: The Ultimate Fight,OVA,Manga,2,24.0,7.15,Madhouse,"Adventure, Drama, Martial Arts, Romance, Shounen, Supernatural",2005-03-16,2005-03-16
837,Kyou no 5 no 2,OVA,Manga,4,29.0,7.29,Shinkuukan,"Comedy, Ecchi, School, Seinen",2006-03-24,2007-03-21
3433,Go-Q-Choji Ikkiman,TV,Manga,32,24.0,6.6,Toei Animation,"Sci-Fi, Sports",1986-04-13,1986-11-23
348,Binzume Yousei,TV,Original,13,13.0,6.52,Xebec,"Comedy, Fantasy, Magic, Slice of Life",2003-10-03,2003-12-26
2730,1+2=Paradise,OVA,Manga,2,28.0,5.14,J.C.Staff,"Comedy, Ecchi, Harem, Romance, Seinen",1990-02-23,1990-04-27
34016,Hatsukoi Monster OVA,OVA,Manga,1,23.0,6.48,Studio Deen,"Comedy, Romance, School, Shoujo",2017-02-07,2017-02-07
22055,Gakkou no Kaidan Recaps,Special,Original,2,25.0,6.18,Studio Pierrot,"Horror, Mystery, Supernatural",2000-11-15,2001-01-03
31754,Aoharu x Kikanjuu: Kemono-tachi no Senjou da na!,Special,Manga,1,24.0,7.33,Brain&#039;s Base,"Action, Comedy, Shounen",2015-12-25,2015-12-25
17205,Cowboy Bebop: Ein no Natsuyasumi,Special,Original,1,1.0,6.29,Sunrise,Adventure,2012-12-21,2012-12-21
35883,Cinderella Girls Gekijou 2nd Season,TV,4-koma manga,13,3.0,6.7,Gathering,"Slice of Life, Comedy",2017-10-03,2017-12-26
30015,ReLIFE,TV,Web manga,13,23.0,8.14,TMS Entertainment,"Slice of Life, Romance, School",2016-07-02,2016-09-24
3972,Yu☆Gi☆Oh! 5D&#039;s,TV,Manga,154,24.0,7.51,Studio Gallop,"Action, Game, Shounen",2008-04-02,2011-03-30
35997,Märchen Mädchen,TV,Light novel,10,23.0,5.49,Hoods Entertainment,"Magic, Fantasy, School",2018-01-11,2018-03-29
2933,Mirai Keisatsu Urashiman,TV,Manga,50,23.0,6.83,Tatsunoko Production,"Action, Sci-Fi, Comedy, Police",1983-01-09,1983-12-24
3576,Kodai Ouja Kyouryuu King,TV,Game,49,25.0,6.11,Sunrise,"Adventure, Kids, Fantasy",2007-02-04,2008-01-27
3503,Kanokon,TV,Light novel,12,24.0,6.65,Xebec,"Comedy, Ecchi, Harem, Romance, School, Shounen, Slice of Life, Supernatural",2008-04-05,2008-06-21
10711,Plastic Neesan,ONA,Manga,12,2.0,7.36,TYO Animations,"Comedy, School",2011-05-16,2012-07-26
715,Yume de Aetara,OVA,Manga,3,30.0,6.59,J.C.Staff,"Comedy, Drama, Ecchi, Romance, Seinen",1998-04-21,1998-12-19
3089,The Sky Crawlers,Movie,Novel,1,122.0,7.36,Production I.G,"Drama, Military",2008-08-02,2008-08-02
866,Slayers Premium,Movie,Light novel,1,33.0,7.29,Hal Film Maker,"Adventure, Comedy, Fantasy, Magic, Shounen",2001-12-22,2001-12-22
1060,Oruchuban Ebichu,TV,Manga,24,8.0,7.49,Gainax,"Comedy, Ecchi, Seinen",1999-08-01,1999-10-01
16385,Dog Days&#039;&#039;,TV,Original,12,23.0,7.12,Seven Arcs Pictures,"Action, Adventure, Fantasy, Magic",2015-01-11,2015-03-29
2978,Shin Getter Robo,OVA,Original,13,24.0,7.43,Brain&#039;s Base,"Action, Adventure, Mecha, Sci-Fi, Demons, Horror, Shounen",2004-04-09,2004-09-10
1494,Darkside Blues,Movie,Manga,1,83.0,6.24,J.C.Staff,"Horror, Mystery, Psychological, Sci-Fi",1994-10-08,1994-10-08
2829,Ie Naki Ko Remy,TV,Novel,23,23.0,8.04,Nippon Animation,"Adventure, Slice of Life, Historical, Drama",1996-09-01,1997-03-23
9365,Wellber no Monogatari: Kanashimi no Senshi Galahad no Banka,OVA,Original,1,82.0,5.77,Production I.G,"Action, Adventure, Comedy, Fantasy",2007-11-11,2007-11-11
2747,Tetsuwan Atom,TV,Manga,193,26.0,7.25,Mushi Production,"Action, Adventure, Drama, Mecha, Sci-Fi, Shounen",1963-01-01,1966-12-31
1193,Happy Seven: The TV Manga,TV,Light novel,13,24.0,6.42,Studio Hibari,"Comedy, Magic, Fantasy, School",2005-10-02,2005-12-25
48,.hack//Sign,TV,Original,26,24.0,7.09,Bee Train,"Game, Sci-Fi, Adventure, Mystery, Magic, Fantasy",2002-04-04,2002-09-26
19799,Robot Girls Z,Special,Original,3,27.0,6.51,Toei Animation,"Comedy, Mecha, Parody",2014-01-04,2014-03-02
12917,Madang-Eul Naon Amtalg,Movie,Book,1,93.0,7.87,Odolttogi,"Adventure, Drama, Fantasy, Kids",2011-07-28,2011-07-28
29017,Wooser no Sono Higurashi: Mugen-hen,TV,Web manga,13,7.0,6.71,SANZIGEN,"Comedy, Fantasy, Slice of Life",2015-07-03,2015-09-25
18849,Natsume Yuujinchou: Nyanko-sensei to Hajimete no Otsukai,Special,Manga,1,22.0,7.7,Brain&#039;s Base,"Slice of Life, Supernatural, Drama, Fantasy, Shoujo",2013-12-15,2013-12-15
23781,Blade & Soul Specials,Special,Game,7,2.0,5.89,Gonzo,Comedy,2014-06-25,2014-12-26
3270,IGPX: Immortal Grand Prix (2005),TV,Original,13,23.0,7.19,Production I.G,"Drama, Mecha, Sci-Fi, Shounen, Sports",2005-10-06,2006-03-30
18277,Strike the Blood,TV,Light novel,24,24.0,7.35,"Silver Link., Connect","Action, Harem, Supernatural, Ecchi, Vampire, Fantasy, School",2013-10-04,2014-03-28
34403,Hajimete no Gal,TV,Manga,10,23.0,6.53,NAZ,"Comedy, Romance, Ecchi, School, Shounen",2017-07-12,2017-09-13
34052,100% Pascal-sensei (TV),TV,Manga,36,12.0,5.61,OLM,Comedy,2017-04-15,2017-12-16
35574,Ganbare!! Tabuchi-kun!! (ONA),ONA,Manga,10,1.0,6.5,Opera House,"Comedy, Seinen, Sports",2004-05-21,2004-05-21
3075,Tondera House no Daibouken,TV,Original,52,24.0,6.45,Tatsunoko Production,"Adventure, Historical, Sci-Fi",1982-04-05,1983-03-28
3858,Konchuu Monogatari Minashigo Hutch,TV,Original,91,24.0,6.42,Tatsunoko Production,"Adventure, Comedy, Drama",1970-04-07,1971-12-28
36661,Da Hu Fa,Movie,Original,1,93.0,5.14,Nice Boat Animation,"Action, Adventure, Fantasy",2017-07-13,2017-07-13
31368,Grisaia no Rakuen Specials,Special,Visual novel,5,3.0,7.16,8bit,Ecchi,2015-08-26,2015-12-25
240,Genshiken,TV,Manga,12,25.0,7.72,Palm Studio,"Slice of Life, Comedy, Parody",2004-10-10,2004-12-26
